cleaned_content,sentiment
"sudah punya akun tapi lupa kata sandi, mau ubah sandi tidak bisa, buat akun baru tapi pas pemesanan tiket tidak bisa ada nama dan nomer ktp yang lama karena sudah nyangkut di akun yang lupa sandi",0
"lama banget kalau topup 15 menit, keburu kiamat, coba diperbaiki, terus pilihan topupnya jangan cuma dikit",0
terlalu ribet buat aplikasi tuh yang memudahkan customer bukan buat ribet seperti ini! update aplikasi mah yang baguslah.,0
aplikasi meminta tolong diperbaiki lagi karena sering gagal log ini tidak bisa booking tiket dikarenakan batas waktu (time out),0
"mau daftar member akses tidak bisa, padahal sudah diisi dengan benar. tolong diperbaiki lagi",0
kenapa selalu keluar sendiri akunya setelah pembaruan aplikasi dan kalau di lupa sandi selalu error terus kenapa aplikasi ya tidak maksimal padahal selalu update percuma juga kalau kayak begini terus,0
jelek ngeleh lemot ribet tidak membantu,0
kalau pemeliharaan jangan siang2. bikin ribet pengguna saja,0
"jadi member basic tidak bisa, daftarnya gagal terus padahal sudah isi data benar tinggal meminta otp ke no hp, selalu gagal, request timeout, aneh. tolong lah diperbaiki kalau memang ingin mempermudah orang beli tiket kereta . aplikasi resmi kan ini",0
lemot parah hadeh,0
aplikasi sampah tidak bisa topup saldo,0
"saya tanya ke cleaning service di stasiun mana yang ada minimarketnya dia jawab ""di bandung bu,pemberhentiannya juga lama kok"" dia bilang lama loh ternyata sebentar. padahal saya cuma mau ke minimarket beli pampers buat anak saya. saya meninggalkan 2 anak masih balita di kereta posisi tidur 2 2 nya ,terbayang tidak kalau saya tetap ke minimarket saya bakal ketinggalan kereta anak saya yang masih balita ada di kereta ada 2 cleaning service yang 1 yang bilang ""pemberhentian lama kok"" dan yang 1 lagi yang nyuruh saya",0
baru juga update sudah harus update lagi ini(,0
"aplikasi sampah , pembayarn sudah masuk malah tidak bisa buat jalan",0
ngelag banget aplikasinya,0
tiket saya kadaluarsa setelah 10 menit pembelian. padahal jam kedatangan kereta juga tidak selalu tepat waktu. hasilnya tiket tidak terpakai sama sekali. buang-buang saldo saja. saran : tolong diperbarui agar jangka waktu penggunaan tiket bisa digunakan 24 jam di hari pembelian. terima kasih,0
"deskripsi aplikasi ini menggambarkan antara gabutuh tapi butuh,butuh tapi sering trouble.kemana aku harus mengadu",0
"aplikasi sampah, baru dibuka di menit ke 1 tiket langsung habis (kereta di provinsi lampung)",0
diaplikasi aku tidak ada kursi pinknya padahal aku cewek tolong dong masa aku tidak bisa menikmati fitur itu padahal kebantu banget buat para perempuan,0
"saya kecewa dengan aplikasi ini karena saya pesan tiket kereta erlangga dari stasiun pasar senen tujuan stasiun weleri dan pembayaran melalui kai pay sebesar 208 ribu, setelah saya pesan dan melakukan pembayaran setelah pilih nomor kursi tetapi tiket tidak ter update padahal saldo di kai pay sudah berkurang sebesar 208 ribu,dan saldo tidak bisa kembali/masuk lagi ke kaipay.tolong untuk pihak kai akses mohon di cek dan teliti untuk pelayanan nya terimakasih",0
sering error kendaraan nya tidak terdeteksi,0
upgrade bassic tidak bisa masuk aplikasi kurang bagus,0
jelek,0
"aplikasinya banyak error, top-up saldo tidak bisa masuk, kadang mau lihat jadwal malah tidak bisa karena gangguan, kai tolong dibenerin",0
update terus ini aplikasi. perasaan belum lama sudah di update,0
"hai kai akses,dengan syarat yang bejibun makin susah untuk booking+waktu bayar sering error/gagal.maksudnya apa?",0
aplikasi tidak jelas masih terlalu banyak kurangnya kayak belum siap buat launching aplikasi tapi di paksa launching yang paling penting aplikasi tidak dikembangkan hanya stuck versi awal dananya ada tapi tidak buat ngembangin aplikasi bye.,0
kocak top up doang harus menunggu setengah jam,0
"tidak bisa masuk akun saya, padahal nomor hp nya benar selalu muncul tulisan ""failed request data""",0
"aku sudah pesan tiket lewat aplikasi ini, tapi ternyata tiketnya yang sudah terbayar malah tidak muncul di sistem. sudah aku restart dan mencoba log ini, tapi malah aplikasi ke block, padahal pasword deh benar, alhasil saya gagal boarding dan naik kereta. benar-benar payah ! bisa bikin aplikasi yang stabil tidak sih, sering banget trouble. jadi takut buat naik kereta api kalau pas urgent.",0
"setiap mau di pakai upfate mulu, apaan sih. buang² waktu orang saja, sering ketingalan mobil pula, dah mah qris nya kadang bisa atau tidak",0
aplikasi tidak jelas beli tiket saja susah,0
"masih sering banget error, tidak ada kendala jaringan transaksi pakai spay 2 kali berhasil namun tiket tidak keluar dan masih perihal koneksi servernya sepertinya sering sekali penuh makanya jadi lemot aplikasinya.",0
"tolong dong dibenerin metode pembayarannya. tertera shope pay sama ovo tapi tidak bisa buat bayar, nge bug terus hadeh",0
kenapa aplikasi nya error baru mau boarding,0
"pembayaran sering masalah koneksi padahal lancar2 saja, aplikasi aneh",0
pembayaran nya dikit parah banget sekarang,0
buruk lemot najis,0
mau top up tapi metode pembayar tidak memudahkan. maaf saya undowload,0
"apknya tiba² logout sendiri, sekali mau login tidak bisa, makin di update makin error",0
jual tiket kreta tapi lemot meminta ampun.tolong perbaiki aplikasi nya.terima kasih,0
server gangguan mulu payah,0
tahun ini mengecewakan.timeout terus sampai habis kuota.terus cara booking nya bagaimana?,0
kai pay top up delay dari virtual account suka banyak bug juga,0
payah ini super parah aplikasi. upgrade tidak bisa delete akun tidak bisa pesan tiket tidak bisa.parah parah parah. untuk calon pengguna mending pikir ulang untuk download dan gunakan aplikasi ini percuma buang-buang waktu dan biaya,0
"masih banyak yang harus di perbaiki, contohnya penumpang tanpa tempat duduk, seharusnya tidak ada karena jadinya tetap sesak. lalu bagi yang bawa barang over harusnya di berikan gerbong sendiri dengan menambah biaya.",0
bagus ramah,0
tiba-tiba keluar sendiri. login ulang tidak bisa(failed request data),0
"tolong perbaiki server kalian, saya memesan tiket selalu muncul tulisan ""timeout"" terus",0
pembelian tiket commuter line gagal sudah klalom cs tidak ada pengembalian sulit aplikasi pemerintah,0
"parah sih peraturan kai, tiket di oper padahal masih 1 kakak saja tidak boleh, di batalin 1 malah lagsung kehabisan, mana pas lebaran susah cari tiket. jahat banget sumpah sih menurutku",0
"aplikasi cacat sudah pesan tiket kereta,sudah bayar tiketnya malah di riwayat tidak ada mana uangnya tidak dikembalikan kocak aplikasi cacat sekelas kai tapi sistem lemot padahal hp gua ram 12",0
"mau beli tiket cl dhoho benar sudah menunggu jam 11 malam eh pas jam 00:00 jadwal tidak ditemukan pas coba lagi beberapa saat jadwal ada tapi tiket sudah habis, tolong lah diperbaiki",0
"masih banyak yang harus di perbaiki, contohnya penumpang tanpa tempat duduk, seharusnya tidak ada karena jadinya tetap sesak. lalu bagi yang bawa barang over harusnya di berikan gerbong sendiri dengan menambah biaya.",0
menu kelola tiket kok tidak ada?,0
"aplikasi sering error, tolong bug nya diperbaiki",0
payah aplikasinya,0
"gbsa pembatalan lewat e wallet padahal sudah ada e walletnya,data tidak tersedia terus",0
tidak bisa daftar sudah sebulan,0
"up date kak up date se aplikasi kok sama, anjiang",0
mudah error tidak jelas,0
"bikin emosi jiwa. beli tiket grogol ke bundaran senayan, tapi setelah di klik berubah jadi senayan bank dki",0
"mendingan tidak usah bikin aplikasi ini , tidak guna .!",0
"kereta delay 6jam, harusnya berangkat 12.01 siang. sekarang jam 18.15 belum juga berangkat. tidak ada informasi kereta delay ke email ataupun no tlpn. padahal saat donwlod aplikasi banyak data yang perlu di isi, sudah begitu gadapat kompensasi makanan ringan/minuan. kecewa!",0
meminta update mulu bjir,0
"mau login saja susahnya ampun, sudah benar pakai nomor telpon malah suruh memasuki password., opsi nya kacau wrong fail terus",0
"topup kena 3 ribu.mulu, tidak ada pemberitahuan nya",0
jelek banget aplikasi nya update mulu,0
alah ribet buat pembayaran opsi nya sedikit aturan kayak mrt dong bisa bayar lewat gopay,0
ya begitu dah,0
"lebih gampang pesan tiket di gojek dari pada di aplikasi kai nya sendiri, aneh menyusahkan jelek banget aplikasi nya tidak rekomen tidak usah di download percuma",0
top up 2x dari tidak ada yang masuk ini tidak niat buat aplikasi apa bagaimana hey,0
"maaf busway masih lama datang nya, banyak update ap terus, mohon diperbaiki",0
"aplikasi error terus, tidak bisa digunakan, parah",0
mau pesan tiket kereta kenapa selalu harus daftar member basic selalu begitu ayo dong kai perbaiki lagi,0
metode pembayaran lemot,0
coba,0
"alamak perbaiki lah ini ap, ubah berapa kali saya beli tiket, saldo ngurang tiket tak terbeli, bug qris benerin woy bumn rugi berapa kali aku pakai qris. label numn tapi appnya kayak begini buset pada oemana tuh dana nya",0
"lawak tidak bisa mengirim kode otp buat lupa sandi ke no telepon, padahal di no telepon itu sebelum nya bisa, sekarang malah tidak bisa lawak lawak",0
metode pembayaran sangat buruk dan busuk! kalau bisa minuse saja nih rating bintang.,0
susah banget login akun nya,0
mau ganti nomoer hp.2 kali malah. sinyal sudah sangat-sangat bagus. tapi kata cs nya suara terputus. parah banget,0
aplikasi tolol,0
"aplikasi aneh , mau daftar saja susah , benerin lagi lah buat aplikasi yang benar , ini deh taraf nasional",0
aplikasi susah diakses. harus nya bikin aplikasi yang mudah di akses oleh masyarakat.,0
sejak update baru. ada notifikasi waktu tunggu. wasting time banget kalau cuma buat mengecek jadwal. harus menunggu ber menit2. tidak boleh keluar aplikasi. dan setelah menunggu malah error blank screen. mohon kembalikan ke settingan dahulu. terimakasih,0
"harus jadi member basic dahulu, daftar member basic tidak bisa, berulang ulang terus habisin pulsa sms saja,",0
aplikasi nya sangat buruk bukan mempermudah tapi malah buat pusing sudah benar begadang mau war tiket e. pas mau pesan timeout padahal signal bagus paket 40 gb tidak jelas aplikasi nya perbaikan itu aplikasi nya di beli tidak bisa tapi tbtb sudah pada habis saja tiket nya asli tidak bagus perbaiki itu dasaaar wajah merenung wajah merenung wajah merenung,0
"kecewa banget, saat pesan tiket sudah melakukan pembayaran namun tiket tidak keluar padahal pembayaran berhasil, sudah 2 kali seperti ini. saat menghubungkan cal center cuma disuruh kirim bukti pembayaran dan tidak ada kelanjutan lebih lanjut mengenai pengembalian dana.",0
"sumpah ini benaran tolong aplikasinya segera diperbaiki. sekelas kai acses kayak begini. sudah ditunggu tidak tidur tapi tetap load ujung2nya time out, terus dicoba terus jadwal tidak ada, ujung2nya kehabisan kursi terus dicoba lagi tetap time out. terus mau lo bagaimana sih. ini parah banget sumpah",0
aplikasi semakin aneh sudah bayar tapi tiket tidak ada tiba tiba sudah penuh semua,0
"tolong ya min aplikasi nya di perbaiki lagi, pas saya cari tiket itu tiketnya tidak muncul sama sekali padahal sudah membela-bela bangun malam, sudah coba connecting train tapi tetap tidak ada juga. terus pas sekali nya muncul tiba"" sudah habis itu kenapa ya?aneh banget sering banget kejadian begini.",0
"pembayaran kalau war tiket tengah malam ribet banget, pakai e wallet tidak bisa, sudah isi kai pay juga tidak bisa, bahkan kaipay nya tidak kepake samsek, bayar pakai qr saja tidak bisa. lebih parah lagi sekarang pada diabisin calo. kalau sudah dapat tiket kadang tidak bisa reschedule kocak. coba deh kai ditindak lanjuti calo calo itu, dari orang dalam pasti haha",0
aku muak dan kecewa banget sama aplikasi ini daftar member classic saja susah betul. failed terus kode otp via nomer telponnya tidak bisa bisa. walau ganti no telpon tetap saja tidak bisa dan makin kecewa lagi disaat wa atau telpon layanan customer service tidak kunjung ada bantuan sesusah itu ta aplikasinya kenapa akunku tidak bisa bisa buat dapat kode otp doang. orang jelas jelas pulsa ku ada 50k tapi tetap tidak bisa. padahal butuh banget buat beli tiket ke surabaya tapi terhalang ini aturannya,0
bermasalah otp .error mulu.hapuslah saja aplikasi ini,0
balikin duit gue yang nyangkut disono,0
sudah tidak bisa bayar pakai ovo sama gopay lagi,0
"sering error ui nya ribet, contoh lah aplikasi yang sebelah",0
"aplikasi susah dibuka keterangan error tidak sekali dua kali, tapi sering kali. posisi bus juga tidak akurat sangat buruk",0
e wallet nya kok di kurangi bikin ribet saja,0
aneh aplikasi aneh bug,0
"percuma diperbaharui tampilannya saja sekedar cek keberangkatan krl saja ribet, sering sekali update aplikasi entah apa yang diperbaharui, malah menambah ribet cari tiket jam 2 dini hari tidak muncul tiketnya aduh",0
bad service,0
aplikasi tidak perfaedah.,0
daftar akun saja susah. sudah di coba 5x. butuh darurat malah di sulitkan wajah marah .,0
"aplikasinya mengecewakan, masa mau pesan tiket buat 2 hari kemudian jawabannya selalu jadwal tidak di temukan terus, sementara cek di google katanya bisa pesan 30 hari sebelum keberangkatan saya sudah chat cs via wa tapi jawabannya selalu mohon tunggu terus sampai saya sudah ada ketik huruf ya sampai 15 kali tidak ada respon-respon!",0
"sebelumnya saya suka dan sering naik mrt,tapi setelah di update, e wallet dan bank yang biasa saya gunakan banyak yang di hilangkan dan sekarang hanya tersisa 3(tiga) metode pembayaran saja,saya sangat kecewa,karena hanya mempersulit konsumen,saya berharap bisa di evaluasi lagi,bank serta e wallet sebelumnya bisa di kembalikan lagi.",0
"aplikasi jelek, developer payah, pengaturan untuk mengarsip data yang buruk,karena harus bolak balik mengisi data berulang ulang,tidak sistematis, selalu terkendala di koneksi jaringan buruk padahal setelah di coba jaringan saya baik baik saja",0
buruk. sudah pesan tiket mahal' malah tidak muncul tiket nya mana ngurusnya ribet harus menunggu lama. cs nya lambat pula,0
ya begitu dah,0
bagaimana sih mau menghubungkan ke astrapay tidak bisa mulu. klik kirim otp via sms atau wa malah kembali terus.,0
"apaan, jadwalnya tidak muncul. kereta lokal/antar kota. padahal sudah premium",0
aplikasi kocak sudah pas jam 12 benar masih susah mau beli tiket,0
daftar jadi member susah sekali,0
aneh,0
sudah 10 hari lebih. aplikasi tidak bisa digunakan. adakah yang mengalaminya juga. khawatir disitu ada data lengkap kita,0
aplikasi cacat sering error,0
sehabis up kok jadi lemot parah. tidak bisa masuk2. hdrh. niat tidak niat,0
"rencana mau liburan, jadi nya tidak jadi, karena satu tiket beli nya pakai kartu pelajar, kata petugas nya harus pakai nik, ya kalau tidak bisa pakai kartu pelajar kenapa itu tiket bisa ada dan sudah di bayar juga. mau beli tiket berdiri pun sudah habis, tolonglah aplikasi nya lebih teliti lagi, kami jadi nya rugi kalau seperti ini. tambah petugas nya juga jutek tidak meminta maaf lagi",0
"setelah update bukannya makin bagus malah makim tidak jelas, dibela""ini pesan dari jam 00.00 tapi selalu timeout, sekalinya bisa sudah ditungguin malah tiket tiba"" habis, apaan ini",0
"ada apa dengan kai akses? tiap kali mau pesan tiket selalu error jadwal tidak ditemukan,bahkan tiap kali mau bayar selalu saja error.tolong dong diperbaiki.sudah membela-bela tengah malam tidak tidur menunggu buat beli tiket malah sih ap nya error berkali"" dibiarkan begitu saja. wajah bosan",0
metode pembayaran terbatas. bikin malas.,0
kecewa berat. salah beli tiket gara-gara sistem nya tidak siap tapi tidak ada tanggung jawab ~ lain kali sistem nya disiapin dulu dong yang bener.,0
"gjls banget apknya lama"" menunggu ngewar tapi malah di pembayaran error terus dicoba lagi malah tidak ada jadwal tiketnya",0
"bagaimana indonesia mau maju? top up di mesin offline dua hari berturut turut. pakai aplikasi tidak bermutu ini mengetik destinasi dimana munculnya beda lokasi dan error, come on! fasilitas umum perbaiki dong, mimpi saja mau bebas macet kalau umum pelayanan saja masih kayak sampah, merdeka! wkwk",0
"akhir² ini setiap jam 00.00 kalau mau pesan kereta api lokal mesti error(tiket tidak ditemukan,apakah itnya kai tidak bisa mengatasi ini dan tidak ada kemajuan sama sekali",0
aplikasi ruwet saya sudah daftar tapi mau pesan tiket malah disuruh daftar member basic giliran deh ngisi katanya akun sudah terdaftar ya apa sih yang betul kah ruwet re,0
benerin kenapa lawak amat,0
aplikasi bapuk jir sering gagal beli namun saldo tidak balik.,0
buruk,0
error banget tolong di memperbaiki ya kesel aku hari ini menunggu tiket eh time out dan tidak dapat,0
tidak bisa ubah jadwal keberangkatan dan tidak bisa membatalkan jadwal keberangkatan,0
"sekarang kok malah tidak jalan gps mobilnya, jadinya tidak realtime",0
"bandung rangkas tidak ada, meski ada juga kemahalan!.",0
"tolong dong lebih responsif lagi, saya sudah bayar tiket ini kok masih belum terkonfirmasi saja, lama banget. customer service nya bagaimana ini !",0
"aplikasi sampah. katanya pengembalian dana 7 hari kerja.setelah 7 hari kerja tidak masuk rekening saldo nya. masa gue di suruh tanya ke bank. jelas jaklingko angat tangan dengan masalah pemakainya aplikasi sampah benar"" tidak guna",0
dulu saya sering pakai nih aplikasi. tapi semakin di update semakin mempersulit pengguna. kecewa.,0
"wah aplikasinya payah, sudah 2 hari saya tidak bisa akses, dikatakan server sedang bermasalah. duh kecewa. tolong dong di perbaiki",0
aplikasi sampah.,0
"aplikasi sampah , pembayarn sudah masuk malah tidak bisa buat jalan",0
"jangan di bikin ribet kalau mau orang-orang pada pakai aplikasi ini,masuk saja susah apan",0
bobrok banget,0
aplikasi tempek,0
susah login . ketika ada pemberitahuan masuk kode otp not valid sudah menunggu 15 menit begitu saja terus,0
error banget tolong di memperbaiki ya kesel aku hari ini menunggu tiket eh time out dan tidak dapat,0
aplikasi tidak srsuai di jam kedatangan bus 5 menit pas di tunggu lebuh dari 30 menit,0
aplikasi jembut,0
"biaya admin lebih mahal lagi saja. misal tf 10k, biaya adminnya 7k.",0
aplikasi srg down srg ke log out dan tidak bisa log ini akun,0
"sering terlambat memberi kode otp , mau reset sandi tidak bisa gagal terus , deley hampir 30menit",0
jadi tidak berguna semenjak pembayaran sangat terbatas,0
"bisa²nya tiket direfresh dari 00.00 tidak muncul², eh 00.22 munculnya sudah habis semua. aplikasi gbl0k atau bisnis sama calo?",0
"jelek banget masa mau pesan tiket tulisannya timeout terus sampai kehabisan tiket aku nya, di membela-bela tidak tidur, perbaiki bugnya!",0
tidak bisa menjadi member basic selalu ke reset tolong di perbaiki,0
"tolong bisa diperbaiki lagi aplikasi nya, misal ada kesalahan penulisan nomor nik, di otomatisasi gagalkan. yang pesan banyak, jadi gagal berangkat gara-gara 1 angka saja. dan tetap bayar juga walopun tidak boleh masuk gerbong/ tidak berangkat. terimakasih",0
kok tidak bisa pesan tiket ya gagal terus dengan alasan saat ini transaksi sedang tinggi,0
"aplikasi tidak ada guna, pakai kode verif lewat sms tapi tidak muncul2",0
"maaf aplikasinya ini kureng banget menurut ku dibanding aplikasi transjakarta kemarin terlalu lemot parah banyak banget yang harus di perbaiki, padahal saya selalu naik transjakarta setiap hari",0
1 minggu lebih mau booking by kai akses tidak pernah bisa.,0
"aplikasi parah kga akurat gps, duitnya jadi hilang kan",0
susah benar mu registrasi apa lagi error sistemnya? atau memang aplikasi nya rusak,0
"sangat tidak membantu,server kacau!",0
tiket tersedia tapi time out ku pkir error kembali log ini lagi malah tidak tersedia bukan malah mempercepat malah jadi mles pesan wajah menangis keras,0
aplikasi tidak bisa di gunakan saat ingin memesan tidak timbul,0
aplikasi masih banyak bug,0
"aplikator sering error, keluhan customer banyak tapi tetap saja tidak ada pembenahan",0
"konfirmasi kode otpnya lama amat, putar doang",0
aplikasi tidak berguna,0
"sesudah update ke jadi tidak bisa bayar pakai sppay ya,padahal sebelum update bisa pakai sppay",0
"tolong servernya diperbarui,kalau memang topup tidak bisa masuk jangan sampai memotong saldo dari pelanggan,usahakan memotong saldo kalau isi ulang kati jak lingko sudah berhasil,jagn di buat alasanini tempat korupsi ,karena refund sulit dari pemotongan saldo yang gagal.memang negara tikus semua",0
"saya kecewa dengan pelayanan dan aplikasi nya,karena sudah bayar tiket tapi tiket nya tidak muncul",0
rudet,0
mau top up tapi metode pembayar tidak memudahkan. maaf saya undowload,0
aplikasi itu dibuat simple user friendly. ini mencari rute lokasi tidak ditemukan.aduh,0
ribet,0
"aplikasi error mulu, pesan tiket kereta susah. error tidak jelas tiba tiba tiket habis padahal cuma beberapa menit",0
ayolah pihak kai ! benahi lemotnya aplikasi yang sering error ini . commuter juga ada yang bisa pesan tempat duduk dan ada yang tidak . harusnya kalau tempat duduk sudah habis tidak usah dijual tiketnya . buruk sekali manajemen nya,0
ribet,0
rubet,0
saya suka aplikasi ini sangat membantu hanya saja pengalaman pengisian kai pay saya gagal dana sudah di tf tapi tidak masuk ketika pelaporan juga penanganan lama hingga saat ini tidak ada penanganan dan saya sangat kecewa,0
"tolong ya min aplikasi nya di perbaiki lagi, pas saya cari tiket itu tiketnya tidak muncul sama sekali padahal sudah membela-bela bangun malam, sudah coba connecting train tapi tetap tidak ada juga. terus pas sekali nya muncul tiba"" sudah habis itu kenapa ya?aneh banget sering banget kejadian begini.",0
"tolong perbaiki server kalian, saya memesan tiket selalu muncul tulisan ""timeout"" terus",0
"perbaiki aplikasi dong, masa macet terus",0
"mode pembayaran bank nya tambahkan dong, masa blu doang",0
"tidak jelas benar ini kai, mau pesan tiket jam 00:00 sudah begadang tiba-tiba langsung habis tiket. pas lagi lihat-lihat kursi nge lag terus direfresh malah semua tiket habis. banyak calo kayaknya inimah",0
"kalau topup tidak bisa langsung ke isi, aneh banget",0
menyusahkan user ada kesalahan dari internet langsung to many attemps.,0
aplikasi publik tolonglah di optimalkan. masa pesan tiket sampai 2 jam .lodinglah. error boleh.kalau tidak bisa online.sudah lebih baik manual saja di loket.lebih mumuaskan pelanggan.tolong diperhatikan kai,0
"cara bikin akun bagaimana? susah banget, apa error mulu?",0
nyaman aman,0
aplikask busuk lama banget loadingnya padahal sinyal 5g tapi menunggu data bus bisa 30 menit lebih,0
"tolong sistemnya dibenahi lagi saat mau booking tiket, kenapa setiap pembayaran selalu tidak bisa/timeout?. padahal sinyal wifi maupun kuota sangat lancar!",0
sudah memilih cawang otista tau-tau pas sudah bayar berubah jadi cawang ciliwung. aplikasi tidak guna. mending bayarnya pakai dompet digital saja. tidak usah dikit2 buat aplikasi tapi ngerugiin.,0
top up terlalu lama untuk masuk,0
aplikasi gjls sudah bayar barcode tidak muncul tiket,0
"kemarin tanggal 21 gue kasih ulasan karena update , sekarang 27 update lagi . kocak benar . ( 1 januari update lagi update lagi - -)",0
tolong kembalikan versi lama saja masak versi baru pesan tiket saja selalu gagal terutama pakai kaspro saldo sudah kepotong tapi tiket tidak keluar,0
aplikasi cacat mau bayar malah gangguan sudah berkali² masih sama saja,0
"aplikasi bapuk , karyawan busway di bundaran hi pagi ini bukannya bantu malah mengobrol asik sendiri saat sedang buru2 tidak bisa membantu, pakai wifi malah makin bapuk sangat sangat buruk,",0
aplikasi terburuk yang pernah ada. baru daftar. mau login. diklik tidak pernah bereaksi. klik lupa passwordnya pun tidak bereaksi. padahal hanya coba. kita tidak lupa. hanya bisa klik daftar. sudah daftar masa daftar terus. sangat buruk!,0
"untuk menu kereta bandara responny lebih lambat dibanding menu yang lain, ketika mau pilih ""dari"" dan ""ke"" tidak keluar pilihan tujuannya, untuk menu yang lain lancar2 saja",0
payah bikin orang telat berangkat kerja,0
jempol ke bawah jempol ke bawah jempol ke bawah,0
kenapa sekarang di kai tidak bisa buat beli token listrik ya padahal sangat membantu,0
"kenapa ini? sejak tadi saya tidak bisa login, padahal saya butuh tiket",0
"prosesnya kadang error, adek saya sampai repot mengurus nya",0
ya begitu dah,0
tolong dong aplikasi nya di benerin. dulu mudah banget buat rescadule atau batal tiket sekarang sudah tidak bisa lagi.,0
aplikasi nya tidak bisa pesan online. dari awal tiket di buka sampai kehabisan tiket di pesan tidak bisa2. tolong di perbaiki sistemnya,0
makin di update aplikasi nya makin buruk,0
server masalah terus tidak bisa dibuka aplikasi'a,0
isi email error terus aplikasi payah,0
kod otp susah banget tak ada balasan ?,0
"sudah pesan tiket gagal terus tapi saldo kepotong, kacau",0
tepat waktu nyaman aman untuk semua kelas kereta,0
bobrok,0
"uninstall dulu, point saya yang di ap terdahulu sudah 171 point. di tanya bisa buat apa, tidak ada jawaban di ig mrt jakarta. pas instal yang baru, point jadi nol & dianggap pengguna tamu mulu. tulisan kecil kolom berita & berbayang, tidak ke baca.",0
lemot mot mot. updaten aplikasimu,0
"aplikasi masih bapuk, banyak bug. sistem refund tidak jelas, metode pembayaran ewallet tidak bisa. ini pengembangnya pada kemana, waktu itu saya kendala soal cashpro uang saya lenyap begitu saja entah kemana",0
"saran buat kai, kasih info kereta terlambat via aplikasi juga ya karena aku rasa itu bakalan bantu kita sebagai user, thank you",0
update mulu entah apanya yang di update fiturnya pun masih sama tidak ada perubahan malah tambah lelet,0
habis di update malah suka tidak bisa di buka bagaimana ya min?,0
"aplikasi ruwet, pesan tiket lokal tanggal sudah terbuka tapi keterangan nya jadwal belum ditemukan. mohon diperbaiki lagi aplikasi nya.",0
"instal mau beli tiket jis, eh sudah dapat tiket malah suruh punya gelang wajah gembira lawak lu bos!",0
aplikasi lemot. sering error. tingkatkan lagi. apalagi kalau liburan. hadeh. mengecewakan sekali,0
untuk pemgisian saldo di persulit,0
"kalau ada nilai -10 ,gue kasih nilai itu. aplikasi yang error penumpang yang repot. penumpang dikasih harapan palsu, tiket palsu sama aplikasi. penumpang sudah dapat kode booking, dapat kursi, pas check ini katanya, tiket tidak masuk.tiket time out. konyol.",0
"sudah beli tiket krl eh tidak muncul barcode nya,sampai 2× saya coba pesan tetap tidak bisa malah saldo ke potong 2×.parah lemot banget!",0
"tolong bos, kalau release ap dicek dulu internalnya, masa mau masuk saja tidak bisa. sudah release saja ke publik. mana pakai review palsu buat muji2 lagi.",0
setiap pembelian kursi penuh saja padahal sudah coba beda hari .,0
ok,0
"meminta update terus, mending kalau ada penyempurnaan atau perbaikan feature, tidak ada , di update juga begitu-gitu saja, ngabis ngabisin memory hp doang",0
tidak bisa login,0
tidak bisa diakses selama 5 jam saat mau beli tiket,0
"tiket tidak muncul berapa kali tidak ada refund, belum lagi jaringan sudah beli tiket, aplikasi malah tidak bisa dibuka",0
"pada saat penggunaan rail poin, pembayaran otomatis gagal, tapi setelah dicoba tanya pakai potongan rail poin, pembayaran baru berhasil. tolong perbaiki bug pembayaran ini",0
"perbaruin lagi dong sistem aplikasi nya, ribet banget mau verifikasi akun keluar sebentar ngulang lagi tidak bisa baru 2x harus menunggu lagi 1 jam",0
masih susah saat check out. qr code susah dibaca oleh scanner,0
tidak update tracking nya sering tidak kelihatan posisi busway nya sudah dimana. terus tolong untuk transjakarta d11 depok-cawang dan 6b ragunan-balai kota itu tidak on time waktu nya sering telat dan lama datang macet tidak macet tetap saja. aplikasi dan pelayanan nya sangat jelek.,0
"aplikasi susah dibuka keterangan error tidak sekali dua kali, tapi sering kali. posisi bus juga tidak akurat sangat buruk",0
terlalu sering pemulihan aplikasi jadi mengganggu kalau lagi mau cek tiket dan pesan tiket,0
tidak bisa terdaftar,0
petugas meninggalkan pos,0
tiap top up di kaspro lama masuk nya.,0
"scamming! saya sudah 3x beli tiket, saldo dipotong tapi error dan tidak ada pengembalian",0
"perbaruin lagi dong sistem aplikasi nya, ribet banget mau verifikasi akun keluar sebentar ngulang lagi tidak bisa baru 2x harus menunggu lagi 1 jam",0
tapi belum bisa login,0
"kepada staf akses by kai, ini aplikasi kenapa ya, saya top up tapi uang yang masuk juga tidak sesuai dengan nominal nya, kena pajak kah? tapi kok banyak benar. satu lagi, saya sudah memesan tiket tapi kenapa tiket saya tidak ada diriwayat, uang sudah tertarik tapi tiket nya? tidak ada. mohon kebijakannya juga responnya. terimakasih sudah bekerja keras.",0
nih aplikasi down mulu deh perasaan,0
"mohon maaf kepada pt .kai . kenapa ya saya susah kali mau masuk. kode verivikasi nya dikirim ke email saya tapi tidak otomatis login . ketika mau saya cek email dan mau masukkan kode nya, eh . malah ulang dari awal. begitulah seterusnya berulang². bagaimana ya cara nya. melipat tangan warna kulit cerah-sedang melipat tangan warna kulit cerah-sedang melipat tangan warna kulit cerah-sedang melipat tangan warna kulit cerah-sedang melipat tangan warna kulit cerah-sedang melipat tangan warna kulit cerah-sedang tampilkan kutipan teks",0
"untuk reduksi update nya tolong langsung nge link dan sesuai, ini kadang terdaftar kadang tidak",0
